,sentence,label
3986,jarecki and gibney do find enough material to bring kissinger's record into question and explain how the diplomat's tweaked version of statecraft may have cost thousands and possibly millions of lives . ,1
3452,"is truth stranger than fiction ? in [screenwriter] charlie kaufman's world , truth and fiction are equally strange , and his for the taking . ",1
4550,"engages us in constant fits of laughter , until we find ourselves surprised at how much we care about the story , and end up walking out not only satisfied but also somewhat touched . ",1
6456,eight legged freaks won't join the pantheon of great monster/science fiction flicks that we have come to love . . . ,0
6704,one of the more glaring signs of this movie's servitude to its superstar is the way it skirts around any scenes that might have required genuine acting from ms . spears . ,0
10107,resurrection has the dubious distinction of being a really bad imitation of the really bad blair witch project . ,0
4936,"ludicrous , but director carl franklin adds enough flourishes and freak-outs to make it entertaining . ",1
1007,"fine acting but there is no sense of connecting the dots , just dots . ",1
3001,the success of undercover brother is found in its ability to spoof both black and white stereotypes equally . ,1
7959,"the movie is too cute to take itself too seriously , but it still feels like it was made by some very stoned college students . ",0
5026,noyce creates a film of near-hypnotic physical beauty even as he tells a story as horrifying as any in the heart-breakingly extensive annals of white-on-black racism . ,1
4444,"quiet , adult and just about more stately than any contemporary movie this year . . . a true study , a film with a questioning heart and mind that isn't afraid to admit it doesn't have all the answers . ",1
323,will grab your children by the imagination and amaze them and amuse them . ,1
1204,"chilling but uncommercial look into the mind of jeffrey dahmer , serial killer . ",1
5432,"narratively , trouble every day is a plodding mess . ",0
727,"it dares to be a little different , and that shading is what makes it worthwhile . ",1
1664,"too often , son of the bride becomes an exercise in trying to predict when a preordained "" big moment "" will occur and not "" if . "" ",1
5887,"however stale the material , lawrence's delivery remains perfect ; his great gift is that he can actually trick you into thinking some of this worn-out , pandering palaver is actually funny . ",0
1050,"nothing's at stake , just a twisty double-cross you can smell a mile away--still , the derivative nine queens is lots of fun . ",1
5664,really does feel like a short stretched out to feature length . ,0
1721,"stands as one of the year's most intriguing movie experiences , letting its imagery speak for it while it forces you to ponder anew what a movie can be . ",1
5147,"a fun family movie that's suitable for all ages -- a movie that will make you laugh , cry and realize , 'it's never too late to believe in your dreams . '",1
6513,"the impulses that produced this project . . . are commendable , but the results are uneven . ",0
10171,no such thing breaks no new ground and treads old turf like a hippopotamus ballerina . ,0
5796,clever but not especially compelling . ,0
2639,a portrait of an artist . ,1
8238,"it's all very cute , though not terribly funny if you're more than six years old . ",0
3991,"unexpected , and often contradictory , truths emerge . ",1
934,"the long-range appeal of "" minority report "" should transcend any awards it bags . this is one for the ages . ",1
8410,disturbingly superficial in its approach to the material . ,0
8045,ja rule and kurupt should have gotten to rap . it would have benefitted the dialogue . ,0
2196,"muccino seems to be exploring the idea of why human beings long for what they don't have , and how this gets us in trouble . but even while his characters are acting horribly , he is always sympathetic . ",1
6130,sayles . . . once again strands his superb performers in the same old story . ,0
2575,"while guzmán frustratingly refuses to give pinochet's crimes a political context , his distance from the material is mostly admirable . ",1
1886,"a compelling yarn , but not quite a ripping one . ",1
10428,does what should seem impossible : it makes serial killer jeffrey dahmer boring . ,0
3803,dogtown & z-boys evokes the blithe rebel fantasy with the kind of insouciance embedded in the sexy demise of james dean . ,1
3891,the all-french cast is marveilleux . ,1
7942,denzel washington's efforts are sunk by all the sanctimony . ,0
5964,"it's better than mid-range steven seagal , but not as sharp as jet li on rollerblades . ",0
6565,"a particularly joyless , and exceedingly dull , period coming-of-age tale . ",0
9234,"amid the cliché and foreshadowing , cage manages a degree of casual realism . . . that is routinely dynamited by blethyn . ",0
1430,"harris commands the screen , using his frailty to suggest the ravages of a life of corruption and ruthlessness . ",1
8394,"hardly makes the kind of points egoyan wanted to make , nor does it exist as the kind of monument he wanted to build , to victims whose voices have never gained the ears of the world . ",0
5380,everything is off . ,0
2693,the movie should be credited with remembering his victims . ,1
6723,"director uwe boll and writer robert dean klein fail to generate any interest in an unsympathetic hero caught up in an intricate plot that while cleverly worked out , cannot overcome blah characters . ",0
